,index,credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,Spain,France,Germany
0,493,-1.2402172321856155,-1.0966508887545605,0.7798608315801655,0.35390313491970066,-1.2345138605666302,-0.9029806735105161,-1.549632390025998,-1.0384902205441118,1.6409902727724253,-0.5750408588566764,0.998001996005988,-0.5781200698904511
1,6839,0.7597487263199684,0.9118672225175283,-0.27382716920371,0.35390313491970066,0.28542110094334733,0.8137126221368529,0.6453143380561522,0.9629363668692571,-1.5558752203914128,-0.5750408588566764,-1.002002004006012,1.7297444805704316
2,170,-1.7272555744123639,-1.0966508887545605,-0.9443558969752671,-0.3390903981503288,0.8556957302328119,-0.9029806735105161,0.6453143380561522,-1.0384902205441118,1.1038110974444464,-0.5750408588566764,0.998001996005988,-0.5781200698904511
3,4958,0.044734989859422904,0.9118672225175283,-0.1780373509506304,0.35390313491970066,0.5180063016922543,0.8137126221368529,0.6453143380561522,-1.0384902205441118,-1.7093572884200863,-0.5750408588566764,0.998001996005988,-0.5781200698904511
4,4271,-1.924143414887007,0.9118672225175283,-0.5611966239629488,0.007406368384685913,-1.2345138605666302,0.8137126221368529,-1.549632390025998,0.9629363668692571,-0.37557412139995777,-0.5750408588566764,0.998001996005988,-0.5781200698904511
5,348,0.03437247193970485,-1.0966508887545605,-0.6569864422160283,-1.3785806977553732,0.6050342241655529,-0.9029806735105161,0.6453143380561522,0.9629363668692571,0.44709117812024013,-0.5750408588566764,-1.002002004006012,1.7297444805704316
6,9555,1.3607747656636153,-1.0966508887545605,3.1746062879071553,0.007406368384685913,1.15373211540332,-0.9029806735105161,0.6453143380561522,-1.0384902205441118,-1.6949634190987881,-0.5750408588566764,-1.002002004006012,1.7297444805704316
7,7634,-1.551092769777157,0.9118672225175283,-0.0822475326975508,1.393393434524745,0.19485451246499508,0.8137126221368529,-1.549632390025998,0.9629363668692571,0.5729716887071774,-0.5750408588566764,-1.002002004006012,1.7297444805704316
8,9801,-0.8464415512363295,-1.0966508887545605,-0.8485660787221875,-0.6855871646853436,1.0069234203772413,-0.9029806735105161,0.6453143380561522,0.9629363668692571,-1.1639523513366905,1.7390068629005728,-1.002002004006012,-0.5781200698904511
9,596,0.35561052745096444,0.9118672225175283,0.39670155856784717,1.393393434524745,-1.2345138605666302,0.8137126221368529,0.6453143380561522,-1.0384902205441118,0.1292280811299206,1.7390068629005728,-1.002002004006012,-0.5781200698904511
10,4070,0.262347866173502,0.9118672225175283,0.8756506498332451,-1.3785806977553732,0.8805184409237915,0.8137126221368529,-1.549632390025998,0.9629363668692571,-1.4947552443329435,1.7390068629005728,-1.002002004006012,-0.5781200698904511
11,4568,-0.6910037824405587,0.9118672225175283,-0.6569864422160283,1.0468966679897302,-0.5891601700768786,-0.9029806735105161,0.6453143380561522,0.9629363668692571,0.6429577667015596,-0.5750408588566764,-1.002002004006012,1.7297444805704316
12,1792,0.3659730453706825,0.9118672225175283,0.20512192206168797,0.7003999014547154,0.41609872883226146,-0.9029806735105161,-1.549632390025998,0.9629363668692571,1.6395254490938889,1.7390068629005728,-1.002002004006012,-0.5781200698904511
13,3861,1.3400497298241794,-1.0966508887545605,-0.1780373509506304,-0.6855871646853436,-1.2345138605666302,0.8137126221368529,-1.549632390025998,-1.0384902205441118,1.4183271902365193,-0.5750408588566764,0.998001996005988,-0.5781200698904511
14,5363,1.2467870685467168,0.9118672225175283,1.163020104592484,0.007406368384685913,0.9423180266091989,2.530405917784222,0.6453143380561522,0.9629363668692571,0.9037459718659588,1.7390068629005728,-1.002002004006012,-0.5781200698904511
15,7992,0.35561052745096444,-1.0966508887545605,0.10933210380860837,0.7003999014547154,-1.2345138605666302,0.8137126221368529,0.6453143380561522,-1.0384902205441118,0.06138479326566968,-0.5750408588566764,0.998001996005988,-0.5781200698904511
16,5857,-0.5873786032433782,-1.0966508887545605,1.6419691958578817,0.7003999014547154,-1.2345138605666302,-0.9029806735105161,0.6453143380561522,-1.0384902205441118,-1.2855791859669696,-0.5750408588566764,0.998001996005988,-0.5781200698904511
17,9400,-0.12106529685606592,-1.0966508887545605,-0.752776260469108,-0.6855871646853436,0.3455809933332409,-0.9029806735105161,-1.549632390025998,-1.0384902205441118,-1.376472639613641,-0.5750408588566764,0.998001996005988,-0.5781200698904511
18,4163,-0.24541551189268254,-1.0966508887545605,-0.36961698745678956,0.7003999014547154,-1.2345138605666302,0.8137126221368529,-1.549632390025998,0.9629363668692571,1.606729558918025,-0.5750408588566764,0.998001996005988,-0.5781200698904511
19,9767,-1.0018793200321003,0.9118672225175283,-0.5611966239629488,-0.6855871646853436,0.651670783450424,-0.9029806735105161,0.6453143380561522,0.9629363668692571,-1.5187772776246204,-0.5750408588566764,0.998001996005988,-0.5781200698904511
20,3365,0.21053527657491172,-1.0966508887545605,-0.46540680570986914,0.007406368384685913,0.8687822723051604,4.247099213431591,0.6453143380561522,0.9629363668692571,-1.2505121948747384,1.7390068629005728,-1.002002004006012,-0.5781200698904511
21,1013,-0.16251536853493811,0.9118672225175283,-1.423304988240665,-0.3390903981503288,-1.2345138605666302,0.8137126221368529,0.6453143380561522,0.9629363668692571,-0.5147968730399257,1.7390068629005728,-1.002002004006012,-0.5781200698904511
22,7425,-1.0226043558715363,0.9118672225175283,-0.5611966239629488,-0.6855871646853436,1.0942255621564514,-0.9029806735105161,0.6453143380561522,-1.0384902205441118,-0.719815488538918,-0.5750408588566764,-1.002002004006012,1.7297444805704316
23,6476,0.9151864951157392,0.9118672225175283,0.10933210380860837,-0.3390903981503288,-1.2345138605666302,0.8137126221368529,-1.549632390025998,-1.0384902205441118,1.265131740761423,-0.5750408588566764,0.998001996005988,-0.5781200698904511
24,9807,-0.017440117658885406,-1.0966508887545605,-0.27382716920371,1.0468966679897302,-1.2345138605666302,0.8137126221368529,-1.549632390025998,0.9629363668692571,0.15295881425825236,-0.5750408588566764,0.998001996005988,-0.5781200698904511
25,9511,0.9048239771960211,0.9118672225175283,-0.5611966239629488,-0.3390903981503288,0.254275281816517,-0.9029806735105161,0.6453143380561522,-1.0384902205441118,0.09465959478150981,-0.5750408588566764,0.998001996005988,-0.5781200698904511
26,8785,2.0654259842044427,0.9118672225175283,-1.1359355334814263,-1.3785806977553732,0.3924604463442626,0.8137126221368529,0.6453143380561522,0.9629363668692571,-1.2847238385230513,-0.5750408588566764,-1.002002004006012,1.7297444805704316
27,5690,-0.763541407878585,-1.0966508887545605,0.013542285555528789,-0.3390903981503288,-1.2345138605666302,0.8137126221368529,0.6453143380561522,-1.0384902205441118,-0.15591420483377816,1.7390068629005728,-1.002002004006012,-0.5781200698904511
28,6902,-2.0070435582447512,0.9118672225175283,0.49249137682092675,0.7003999014547154,-1.2345138605666302,0.8137126221368529,-1.549632390025998,-1.0384902205441118,1.484832924850743,1.7390068629005728,-1.002002004006012,-0.5781200698904511
29,7690,-0.8464415512363295,0.9118672225175283,-0.752776260469108,-1.3785806977553732,0.6194298541839327,-0.9029806735105161,-1.549632390025998,-1.0384902205441118,0.7832132467777685,1.7390068629005728,-1.002002004006012,-0.5781200698904511
